960,1088,1328,917,1421,1046,1076,1221	TEMPORARY	0
1360,890,1772,696,1808,754,1392,947	TEMPORARY	0
1835,734,2023,647,2048,696,1858,783	TEMPORARY	0
1756,917,1927,841,1953,889,1781,972	TEMPORARY	0
1996,804,2062,774,2089,836,2022,860	TEMPORARY	0
1475,1129,1983,898,2004,936,1488,1164	TEMPORARY	0
1476,1169,2052,910,2074,944,1485,1203	TEMPORARY	0
1191,1332,2025,970,2087,1067,1265,1422	TEMPORARY	0
2041,1095,2159,1041,2181,1084,2066,1129	TEMPORARY	0
1965,1176,2183,1087,2204,1128,1988,1218	TEMPORARY	0
1929,1231,2212,1123,2227,1166,1949,1274	TEMPORARY	0
1794,1260,1910,1207,1949,1270,1834,1321	TEMPORARY	0
