298,273,437,278,437,296,297,292	Caisson F400/120	0
464,272,581,275,576,319,463,316	saftair VENTILATION	0
339,316,402,319,398,352,341,352	N° ARC : 50480	0
470,319,568,322,577,366,464,360	Siege Social et Usin	0
341,361,400,364,402,392,340,389	Repère :  VED 04A	0
481,360,553,364,552,379,480,374	www.saffair.con	0
482,375,553,375,553,432,482,432	CE	0
274,427,288,427,288,440,274,440	5	0
291,548,421,554,421,568,290,562	FABRIQUE EN FRANCE	0
470,553,564,559,563,574,470,568	Poids (kg)1855	0
291,563,510,569,513,584,290,576	N de fabrication	0
292,598,545,607,544,630,292,621	SENS DE ROTATION MOTEUR	0
282,853,406,859,405,879,281,873	Servitude Droite	0
376,904,419,907,417,923,374,920	DOF A	0
302,930,339,934,337,948,301,945	1812	0
388,927,406,927,406,939,388,939	05	0
451,925,518,930,517,943,450,938	NF EN121013	0
293,947,416,948,415,963,293,961	VENTILATEUR EXTRACTEU	0
332,968,493,973,493,988,331,983	SECURITEINCENDIE/FIRE SAFETY	0
371,959,485,963,485,972,371,968	OKE AND HEAT EXHAUST	0
306,988,436,991,436,1004,305,1001	cteristigues essentielles et.Per	0
500,1009,546,1012,545,1026,499,1022	F400-120	0
293,403,475,403,475,451,293,451	Type :  CAISSON DOF  355  A F400/120  HL  4P TRI 3.0KW	0
292,451,548,451,548,525,292,525	TEMPORARY	0
