476,635,498,635,498,738,476,738	P8.7kW	0
498,628,516,634,508,746,494,741	nmin 380.min-1	0
518,631,542,637,534,753,510,751	nmax 1455min-1	0
497,845,524,845,524,895,497,895	CE	0
390,729,362,724,370,631,394,639	Salmson	0
391,880,397,717,420,722,410,883	Pump DIE410-25/7.5-2G	0
418,883,422,786,443,790,437,888	N°art : 2106741	0
423,780,433,618,452,621,442,783	N° série : 14w2221030287  0001	0
440,859,448,796,463,801,460,862	PF>=0.91	0
447,780,453,705,472,710,466,786	MH >0.10	0
464,899,472,829,497,834,488,904	P 16bar	0
470,822,477,743,534,754,525,837	50/60Hz 330 V 400 A 13.9	0
476,635,498,635,498,738,476,738	P8.7kW	0
498,628,516,634,508,746,494,741	380.min	0
518,631,542,637,534,753,510,751	nma1455nin	0
497,845,524,845,524,895,497,895	3)	0
390,729,362,724,370,631,394,639	falmson	0
392,876,397,717,420,722,409,880	PpDIE410-25/75-2G	0
418,883,422,786,443,790,437,888	N"art-2106741	0
423,780,433,618,452,621,442,783	14w22210302870003	0
440,859,448,796,463,801,460,862	PF20.97	0
447,780,453,705,472,710,466,786	M0.10	0
464,899,472,829,497,834,488,904	P16ba	0
470,822,477,743,534,754,524,832	30  	0
