925,329,982,326,983,341,926,344	TOTAL INPUT	0
1030,324,1095,317,1096,332,1032,339	TOTAL CURRENT	0
637,344,701,339,702,354,638,359	PERFORMANCE	0
801,337,878,332,879,346,802,351	TOTAL CAPACITY	0
988,339,1008,339,1008,350,988,350	(kW)	0
1101,335,1109,335,1109,342,1101,342	A	0
639,354,685,354,685,369,639,369	ISOT1	0
867,346,889,346,889,357,867,357	(kW)	0
910,356,986,351,987,366,911,371	220/230/240V	0
637,371,707,371,707,386,637,386	POWER SUPPLY	0
936,369,959,369,959,380,936,380	1.30	0
1036,363,1084,363,1084,376,1036,376	0/5.7/5	0
727,380,768,380,768,394,727,394	COOLING	0
936,383,955,383,955,392,936,392	36	0
1031,375,1076,370,1078,384,1033,389	2/6.0/5	0
638,387,711,383,712,402,639,406	SRK50ZJX-S1	0
725,392,768,392,768,406,725,406	HEATING	0
1026,387,1088,384,1088,398,1027,401	6.4/6.1/58	0
723,406,769,406,769,421,723,421	COOLING	0
1026,401,1082,398,1083,413,1027,416	1/6.8/6.	0
638,415,710,410,711,429,639,434	SRF50ZJX-S1	0
723,420,768,415,770,429,725,434	HEATING	0
1026,414,1076,411,1076,422,1027,425	2/6.0/5	0
640,440,686,437,687,453,641,457	FDT5OVF	0
721,434,767,430,768,446,722,450	COOLING	0
722,444,769,441,770,456,723,459	HEATING	0
929,445,949,445,949,459,929,459	1.56	0
724,456,767,456,767,470,724,470	COOLING	0
638,465,691,461,692,480,639,484	FDTC50VF	0
932,457,947,455,948,465,933,468	45	0
722,470,764,468,764,479,723,481	HEATING	0
640,491,691,487,692,505,641,508	FDEN5OVF	0
719,482,765,482,765,497,719,497	COOLING	0
715,496,763,491,765,505,717,510	HEATING	0
928,494,943,494,943,507,928,507	3	0
641,516,690,513,691,528,642,531	FDUM50VF	0
717,519,759,516,760,529,718,533	HEATIN	0
716,540,760,540,760,554,716,554	HEATING	0
721,531,763,531,763,546,721,546	COOLING	0
883,543,905,543,905,554,883,554	2011	0
914,538,982,535,983,548,915,552	TESTED POWER	0
626,561,712,556,712,570,627,575	Ducted type be	0
734,552,872,540,874,558,736,569	comply with AS/NZS 3823	0
640,576,690,571,691,586,641,591	FDUM5OVF	0
715,574,761,574,761,588,715,588	HEATING	0
774,609,902,600,903,615,775,624	MANUFACTURING YEAR _2012	0
903,615,949,608,953,640,907,646	CE	0
1020,607,1045,607,1045,630,1020,630	C	0
628,620,765,611,766,626,629,634	SERVICE CODE SRC5OZJX-S/C	0
898,641,954,636,955,650,899,655	220-240V50	0
1010,647,1066,643,1067,657,1011,660	RHCOTIFOT4A	0
626,679,852,661,854,678,628,697	3-1Asahiihj-hKiyuh4528561	0
382,368,588,358,591,395,385,400	MITSUBISHI HEAVY INDUSTRIES,LTD.	0
361,405,555,398,555,413,360,423	AIR CONDITIONER	0
376,422,544,415,544,432,374,440	SPLIT TYPE (OUTDOOR UNIT)	0
332,447,564,433,566,450,335,462	MODEL SRC50ZJX-S	0
334,465,596,449,596,477,338,490	POWER SUPPLY 1 PHASE  220-240V~50Hz 220V~60Hz	0
339,496,598,479,598,493,340,510	MAX.INPUT 2.9 KW	0
338,510,597,493,600,506,340,523	MAX.CURRENT 15  A	0
340,524,609,506,608,529,342,546	MAX. HIGH PRESSURE   4.15  MPa  MAX PRESSURE OF HEAT EXCHANGER	0
343,548,605,529,604,541,344,560	MAX. LOW PRESSURE  1.60   MPa	0
345,559,511,548,512,562,345,572	REFRIGERANT    R410A	0
347,572,601,554,601,567,348,585	TOTAL UNIT CHARGE  1.5  kg	0
348,584,572,569,572,583,350,599	IP NUMBER  IPX4	0
349,599,601,579,603,593,349,612	UNIT WEIGHT  45 kg	0
350,613,600,594,602,606,350,625	L.R.A  6.2  A	0
352,624,561,609,562,623,353,639	SERIAL  NO.  357900805RE	0
354,640,606,622,607,663,361,685	OUTSIDE SOUND 63   dBA POWER LEVEL	0
891,659,974,651,974,671,886,678	MADE IN THAILAND	0
