356,244,475,245,475,264,356,263	Caisson F400/120	0
496,241,599,241,599,283,496,283	saftair VENTILATION	0
391,283,437,283,437,297,391,297	NARC	0
392,296,435,296,435,311,392,311	50480	0
508,293,573,296,573,310,508,306	15 rue de lent	0
388,314,442,318,439,352,385,347	Vepere	0
497,305,587,307,586,321,497,320	76590TORCY-LEPE11	0
498,326,577,332,573,380,495,374	ICE	0
343,355,456,370,452,400,348,395	Type: CAISSON DOF 450 A F4P TRI 7,5KW	0
347,397,448,400,448,413,346,411	Description du produit	0
347,405,565,414,564,431,346,422	1VIT-P MOTEUR7,5 Kw-Int MOTEUR	0
351,421,519,427,518,440,350,435	14.1AV rot1500 tr/min-S	0
347,432,549,436,548,455,346,451	ervD-Debit16798m3/h-P.dispo55	0
347,441,469,447,468,464,346,458	OPa-VTurb906tr/min	0
344,478,458,484,457,502,343,496	FABRIQUEEN FRANCE	0
343,493,543,502,542,513,342,507	N° de fabrication  2014-50480181	0
496,486,580,491,579,506,495,501	Poids kg):2825	0
345,526,561,535,560,554,345,545	SENS DE ROTATION MOTEUR	0
329,753,440,760,439,779,328,772	Servitude Droite	0
339,794,384,798,381,830,336,826	CE	0
410,801,451,804,450,819,408,816	DOFA	0
480,806,561,809,561,823,479,820	1812DOP0069.0070	0
346,824,379,827,378,840,344,837	1812	0
421,821,437,821,437,833,421,833	05	0
477,822,564,827,563,840,476,836	NFEN121013V200	0
399,845,441,845,441,855,399,855	EXTRACTE	0
373,858,514,866,513,880,372,873	SECURITE INCENDIE/FIRE SAFETY	0
488,851,528,851,528,860,488,860	ES ET DE	0
522,901,561,904,560,914,521,910	F400-120	0
