38,201,273,201,273,272,38,272	saftair	0
586,427,661,428,660,459,585,457	Défaut alimentation	0
516,464,549,464,549,487,516,487	At	0
554,460,657,464,651,494,554,489	Position d'attente Pas de défaut	0
521,495,619,495,619,522,521,522	Position sécurite Pas de défaut	0
490,525,559,525,559,551,490,551	Commande manuelle	0
466,559,526,559,526,577,466,577	Délestage	0
445,589,538,589,538,611,445,611	Contact proximité ouvert	0
421,617,502,614,503,642,421,641	Défaut arrêt pompier	0
396,645,527,644,524,672,395,671	Défaut manque phase 1 ou défaut symétrie	0
384,676,463,676,463,703,384,703	Défaut manque phase 2	0
365,705,448,705,448,730,365,730	Défaut manque phase 3	0
351,733,440,733,440,758,351,758	Inversion phases Défaut symétrie	0
338,761,406,761,406,786,338,786	Défaut isolement	0
322,788,378,788,378,811,322,811	Défaut sécurité	0
316,816,370,816,370,841,316,841	Défaut mémoire	0
474,865,536,869,534,899,472,895	TEST	0
421,944,593,949,589,968,421,962	N° de Certificat: 15	0
424,965,606,965,606,983,424,983	MODELE: DS1	0
421,984,586,984,586,1003,421,1003	E.ALIM: 400V	0
225,1016,301,1016,301,1045,225,1045	CEP54	0
422,1007,586,1007,586,1022,422,1022	Intensite I : 12	0
422,1022,606,1026,609,1042,420,1036	Fonction supplémentaire : Sectionneur	0
421,1038,608,1048,607,1062,419,1057	N° série : 50480.15/14	0
227,1068,377,1068,377,1119,227,1119	saftair VENTILATION	0
421,1061,605,1061,605,1078,421,1078	E.TELE.: 24/48 Vcc	0
421,1080,514,1080,514,1094,421,1094	Mode TELE. :	0
421,1099,602,1099,602,1118,421,1118	E.Réarm.: 24/48 Vcc	0
280,1124,373,1124,373,1137,280,1137	Tél : 33 (0)2 35 04 69 15	0
420,1117,592,1117,592,1135,420,1135	E.A.P.: 24/48 Vcc	0
252,866,388,866,388,933,252,933	Cyber Pro 2	0
239,949,312,949,312,1003,239,1003	Coffret de relayage à logique programmée	0
