536,369,633,369,633,383,536,383	Caisson F400/120	0
651,365,731,368,731,398,650,396	saftair VENTILATION	0
564,399,612,399,612,422,564,422	N'ARC : 50480	0
563,429,610,429,610,451,563,451	Repère :  VED 048	0
661,436,713,436,713,476,661,476	CE	0
523,457,654,467,652,486,527,492	Type : CAISSON DOF  315 A F400/120  HL	0
593,521,693,521,693,535,593,535	93m3/h-Pdispo380	0
522,557,617,562,616,575,521,570	FABRIQUE EN FRANCE	0
652,563,720,563,720,573,652,573	Poids (kg):1745	0
522,593,706,596,706,615,521,612	SENS DE ROTATION MOTEUR	0
515,777,614,782,613,799,514,794	Servitude gauche	0
523,571,680,573,680,585,520,580	N° de fabrication   2014 - 5048027	0
