509,375,612,370,614,400,510,405	portafeu	0
852,371,1000,369,1000,384,852,386	Téléphone : 02 32 68 37 37	0
377,386,448,386,448,422,377,422	NF	0
512,410,612,410,612,429,512,429	ASSA ABLOY	0
626,398,819,396,815,424,624,428	24 rue des Hautes Rives 27 610 Romilly sur Andelle -France	0
332,429,493,428,493,447,332,448	Portes résistant au feu	0
515,437,613,437,613,452,515,452	Ref2VP30	0
849,433,926,433,926,450,849,450	Mode:1	0
352,448,477,448,477,466,352,466	Référentiel NF277	0
401,468,433,468,433,483,401,483	N°2	0
511,459,660,459,660,477,511,477	LotBAT-C1431491	0
351,486,481,483,481,498,351,501	www.marque-nf.com	0
621,477,885,475,885,494,621,496	Ne jamais enlever. peindre ou recouvrir cette plaque	0
848,384,984,384,984,396,848,396	Int : 00 33 2 32 68 37 37	0
848,397,1007,397,1007,410,848,410	Télécopie : 02 32 49 47 44	0
847,409,982,409,982,422,847,422	Int : 00 33 2 32 49 47 44	0
918,454,1023,454,1023,471,918,471	Sens Feu: R/V	0
668,456,761,456,761,474,668,474	Année : 2014	0
769,459,828,459,828,474,769,474	El 30	0
857,459,899,459,899,472,857,472	E 30	0
