547,254,743,255,743,274,547,273	COURANT DE FUITE ELEVEE	0
254,267,501,272,501,293,253,289	Voir les instructions d'emploi	0
532,273,756,276,756,295,532,292	Avant de cabler I'alimentation	0
796,276,1000,276,1000,295,796,295	Duree de la decharge des	0
273,293,484,296,484,315,273,312	avant la mise en service	0
529,295,759,296,759,315,529,314	effectuer les connections de la	0
812,299,980,299,980,316,812,316	condensateurs:5min.	0
625,315,665,315,665,335,625,335	terre	0
267,398,553,398,553,425,267,425	Newave UPS System	0
900,390,1005,390,1005,468,900,468	CE	0
267,430,430,435,429,463,266,459	ABB Group	0
267,470,453,467,453,494,267,497	PowerWave 33	0
781,467,999,467,999,490,781,490	Made in Switzerland	0
492,511,519,511,519,532,492,532	60	0
599,508,637,508,637,528,599,528	KVA	0
657,508,777,508,777,527,657,527	Output Power:	0
873,507,896,507,896,524,873,524	60	0
969,502,1000,502,1000,524,969,524	KW	0
269,513,402,510,403,532,270,535	Output Power	0
436,538,573,535,574,558,436,561	3N400/230~PE	0
621,535,637,535,637,557,621,557	V	0
654,534,788,531,788,554,655,557	Output Voltage:	0
820,532,948,529,948,553,820,556	3N400/230~PE	0
980,530,997,530,997,550,980,550	V	0
269,541,397,539,397,564,270,565	Input Voltage:	0
621,562,637,562,637,584,621,584	A	0
654,562,787,558,788,581,655,586	Output Current:	0
869,559,896,559,896,581,869,581	87	0
980,555,997,555,997,577,980,577	A	0
270,569,398,566,399,591,271,594	Input Current:	0
489,566,521,566,521,588,489,588	102	0
612,588,639,588,639,611,612,611	Hz	0
655,588,765,588,765,611,655,611	Output Freq.	0
868,585,895,585,895,607,868,607	50	0
971,581,997,581,997,604,971,604	Hz	0
273,598,379,598,379,621,273,621	Input Freq.:	0
493,592,520,592,520,617,493,617	50	0
274,647,716,629,713,668,275,674	UPS Serial No.P1W 1673	0
757,669,994,669,994,712,757,712	Production Date  0213	0
486,736,813,726,814,763,487,773	FR-000UPA01	0
