1707,809,2172,823,2036,960,1584,965	AIRAP Gérance libre SMTI	0
2298,1022,2417,1022,2417,1092,2298,1092	WEG	0
927,1145,2180,1145,2180,1211,927,1211	Année de fabrication : 2014	0
940,1222,2016,1222,2016,1273,940,1273	N° de série : 59169	0
2037,1217,2415,1217,2415,1277,2037,1277	N° d'appareil : 06	0
944,1281,2264,1281,2264,1337,944,1337	Modèle : HELICOIDE HCC 900-6-21° - B	0
950,1340,2429,1340,2429,1393,950,1393	Puissance : 7..2/1.8  KW	0
947,1400,2418,1400,2418,1443,947,1443	Intensité : 16.5/5.06   A	0
950,1450,2438,1450,2438,1507,950,1507	Tension sous : 40 V 50 Hz	0
950,1513,2436,1513,2436,1573,950,1573	Vitesse nominale du moteur : 1470/725  Tr/min	0
941,1569,2089,1569,2089,1629,941,1629	Classe d'isolation thermique moteur :  F	0
952,1632,2097,1632,2097,1690,952,1690	Fixation moteur :  B3	0
951,1688,2188,1688,2188,1752,951,1752	Repère : VSD PARK 02	0
