92,74,356,64,353,155,91,156	saftair	0
0,255,53,255,53,336,0,336	2	0
702,323,790,323,790,360,702,360	Défaut alimentation	0
662,361,777,364,775,396,659,394	Position d'attente Pas de défaut	0
625,399,733,399,733,431,625,431	Position sécurité Pas de défaut	0
593,432,663,435,660,465,589,464	Commande manuelle	0
563,469,630,469,630,495,563,495	Délestage	0
537,501,634,500,640,533,535,531	Contact proximité ouvert	0
512,535,602,535,602,565,512,565	Défaut arrêt pompier	0
490,564,628,568,629,599,487,595	Défaut manque phase 1 ou défaut symétrie	0
470,597,560,602,559,629,469,627	Défaut manque phase 2	0
454,631,542,631,542,657,454,657	Défaut manque phase 3	0
421,692,491,692,491,718,421,718	Défaut isolement	0
408,718,453,721,463,748,407,745	Défaut sécurite	0
394,751,454,751,454,777,394,777	Défaut mémoire	0
330,807,459,807,459,870,330,870	Cyber Pro 2	0
565,805,631,808,629,839,563,836	TEST	0
317,889,397,889,397,941,317,941	Coffret de relayage à logique programmée	0
507,885,684,890,683,908,506,904	N° de Certificat: 15	0
507,905,688,912,687,928,506,924	MODELE: DS1	0
507,925,687,931,686,948,506,944	E.ALIM:  400V	0
300,955,382,955,382,988,300,988	CE IP 54	0
506,946,685,952,684,969,505,965	Intensité I : 16.5	0
508,965,700,975,702,989,506,982	Fonction supplémentaire : Sectionneur	0
506,985,702,992,704,1008,505,1004	N° série : 50480.16/14	0
301,1012,457,1009,460,1063,301,1062	saftairVENTILATION	0
507,1005,696,1005,696,1026,507,1026	E.TELE.: 24/48 Vcc	0
505,1025,587,1025,587,1043,505,1043	Mode TELE. :	0
505,1041,695,1049,692,1065,503,1059	E.Réarm.: 24/48Vcc	0
359,1062,457,1067,456,1082,358,1077	Tél : 33 (0)2 35 04 69 15	0
504,1064,693,1064,693,1083,504,1083	E.A.P:  24/48 Vcc	0
435,660,540,660,540,688,435,688	Inversion  phases Défaut  symétrie	0
