1026,715,2155,657,2155,724,1037,794	Ventilateur extracteur de fumée et de chaleur	0
1646,758,2038,739,1989,858,1612,883	AIRAP Gérance Libre MTT	0
1232,914,2304,851,2307,905,1227,969	Certificat N° : 1812-CPD-0092	0
839,824,1136,817,1148,1025,857,1030	CE	0
882,1040,1136,1036,1138,1115,901,1126	1812	0
1239,970,2303,908,2304,954,1234,1023	Norme Ref : EN 12101-3 :2002	0
1238,1023,2299,960,2301,1005,1242,1064	Temps de réponse : NPD	0
1252,1079,2302,1011,2301,1058,1244,1122	Classe de réponse au feu : F 400 120	0
851,1170,1989,1100,1982,1143,846,1216	Année de fabrication : 2014	0
862,1226,1779,1170,1779,1218,854,1272	N° de série : 59169	0
1922,1157,2284,1133,2288,1193,1924,1213	N° d'appareil : 01	0
866,1283,2088,1209,2081,1256,858,1338	Modèle HELICOIDE HCC 1000-3-26°-A	0
874,1340,2300,1247,2290,1296,869,1384	Puissance : 10/2  KW	0
882,1387,2281,1305,2274,1352,886,1431	Intensité : 19.5/6.50 A	0
886,1440,2313,1352,2304,1402,891,1489	Tension sous : 400 V 50 Hz	0
896,1492,2306,1405,2312,1463,902,1548	Vitesse nominale du moteur : 1451/731 Tr/min	0
908,1548,1977,1483,1976,1534,904,1603	Classe d'isolation thermique moteur : H	0
912,1604,1973,1538,1976,1585,918,1651	Fixation moteur : B3	0
920,1654,1223,1634,1227,1680,919,1700	Plan N° : 130031	0
1250,1634,1454,1624,1460,1668,1250,1678	Indice N° : 3	0
1579,1612,2264,1570,2265,1619,1578,1659	Repère : VED PARK 01	0
