178,489,387,517,383,549,174,521	PARK TANKS	0
182,527,297,545,294,568,178,550	RT-1354-A9	0
455,521,544,526,542,554,453,549	13X54	0
561,523,623,528,620,560,559,555	CE	0
427,561,649,570,649,592,426,584	WITH PE INNER SHELL	0
204,610,365,633,362,652,201,629	al nr 1401 366 46	0
436,641,625,648,624,671,436,664	Manufacturing year 2014	0
199,736,307,757,303,776,196,755	MADE IN BELGIUM	0
395,771,623,780,619,816,393,803	EUROTROL	0
398,802,542,812,541,826,398,816	EXCLUSVE DISTRIBUTOR	0
189,654,188,667,345,698,622,713,622,693,345,680	Operating pressure PS : Min 0 bar  Max 10 bar	0
193,673,380,706,619,717,618,732,381,717,192,687	Testpressure:  Max  11 bar	0
195,691,369,719,615,734,614,749,370,739,191,705	Operating temperature TS : Min 1 °C  Max 50 °C	0
226,637,385,660,542,672,543,686,385,678,226,654	Do not exceed following specifications	0
