191,258,510,251,511,269,191,276	GROUPE ELECTROGENE/GENERATING SET	0
777,251,1116,239,1116,258,778,270	PRESSION ACOUSTIQUE/SOUND PRESSURE	0
152,277,550,266,551,285,152,296	Conforme à l'ISO8528  /In compliance with ISO8528 standard	0
944,280,965,280,965,291,944,291	1m	0
1001,277,1020,277,1020,288,1001,288	7m	0
1057,274,1084,274,1084,285,1057,285	15m	0
166,295,537,285,538,303,167,312	PLAQUE CONSTRUCTEUR/MANUFACTURER PLATE	0
775,311,859,311,859,345,775,345	dB(A)	0
873,307,912,304,914,320,874,324	50 Hz	0
681,322,733,322,733,341,681,341	MT20	0
216,348,349,340,351,404,221,407	SDMO	0
656,345,755,345,755,416,656,416	CE	0
875,346,913,346,913,361,875,361	60 Hz	0
780,404,1121,389,1122,409,780,423	PUISSANCE ACOUSTIQUE/SOUND POWER	0
905,419,994,414,995,433,906,438	EC 2000/14	0
381,445,425,445,425,481,381,481	rpm	0
465,442,519,438,523,479,476,478	Cos Phi	0
567,437,619,437,619,472,567,472	Phase	0
289,451,316,451,316,484,289,484	Hz	0
182,455,208,455,237,487,170,492	400/230	0
1008,467,1120,467,1120,520,1008,520	WA	0
352,492,450,487,451,506,353,511	Ambiance (C)	0
265,505,291,505,291,521,265,521	kW	0
477,497,517,497,517,512,477,512	Alt(m)	0
215,508,244,508,244,524,215,524	KVA	0
375,509,432,509,432,524,375,524	Ambiant	0
393,528,413,528,413,546,393,546	40	0
483,524,515,524,515,540,483,540	1000	0
166,541,199,537,201,554,168,557	PRP	0
497,539,509,551,499,562,487,550	0	0
169,558,200,558,200,573,169,573	ESP	0
221,558,247,558,247,569,221,569	413	0
271,554,296,554,296,569,271,569	330	0
319,551,347,551,347,566,319,566	596	0
397,549,411,549,411,561,397,561	0	0
323,573,355,573,355,588,323,588	PRP:	0
392,569,607,558,608,575,393,587	Puissance Principale/Prime Power	0
1026,566,1115,562,1118,620,1029,624	dB	0
327,593,353,593,353,604,327,604	ESP	0
361,588,640,575,640,595,362,607	Service Secours/Emergency Standby Power	0
300,631,602,624,603,643,312,663	Numéro de série V410C213007027 Serial Number	0
177,638,277,638,277,672,177,672	Annee2013 Year	0
172,675,645,647,646,666,173,694	SDMO Industries,12bis rue la Villeneuve-CS 92848-29228 Brest Cedex 2-France	0
229,689,597,669,598,688,230,708	Tel33.02.98.41.41.41-Fax33.02.98.41.63.07-www.sdmo.com	0
270,701,558,684,559,702,271,719	Fabrique en France /Made in France	0
402,323,591,314,591,334,406,343	Type  V410C2	0
388,348,571,348,570,376,396,383	Execution IV Version	0
387,389,581,394,581,411,400,427	Masse (Kg) 4720 Weight	0
